ADDRESS,PINEAPPLES,TX_ID
0xCfeeF71EF5e0374306FBA281C5978a4C70cD8207,1,0x49c381dec9ccb86283a718bbcb5eb3b51e9a458b7d547a03f5833e3d39ae4b61
0x3a03637135040de578cb18d290c6fda9bc684a9a,1,0x52689ed37db2dbfd0b95a30b14c26e8944efc8e1eacaf02190e80b227c9a8d42
0xbFe8d5aBf248081FE03236E31EFdfdFE1562F9a2,1,0x5834f05cd3c4da6cb3030a867df5bc2743fbca3b01e4395fdcd859dd8b5191cf
0xcD35548d33D7F49f4CB2d08Fd3e0FC7565752223,1,0x5834f05cd3c4da6cb3030a867df5bc2743fbca3b01e4395fdcd859dd8b5191cf
0x616ed054e0e0fdbfCAd3fA2F42daeD3d7d4eE448,1,0x7f983f71ac32cd05e64dad4dd5a4a97e0715c27e45696801b95a952f8e8b632c
0xE60CBA37CAb441a268583F9Ff963ecC59c4964b3,1,0x7f983f71ac32cd05e64dad4dd5a4a97e0715c27e45696801b95a952f8e8b632c
0xdC905568f4ee05253f406FB723cd63DAD4c00dE8,1,0xc86e0d8a51b06c5e80266ca05adbeac15712cf8131a734b3ad9b0df047898331
0xdFbc0A0CD376622e5D0Bb5e6b058e544baA78830,1,0x88f54a5da70927a19886715712b64f7bf1ee6e616cdf1de8e8047a696fca8218
0xF71eA421c931A5fe80C8E7eB13c2565aC0887749,1,0xb895497317d8802e3e179c6e4fe0317ca51c1f22bdba26ff4e839e3682c6e8d8
0xAa847D567d6968E59D1CAb8b1feA6897A21fAAee,1,0x1dcf41748b58cd96ad7e2dc6a38091d2f3100ede3c3b7f9219c62e70fc802bc9
0xB6DC34F69d7973eb7C26D173644685F78E3b9858,1,0xe3504caadf2d9ad33a4bc828fff2080b7b1834aa0a10af1985ff0e72e60405b0
0x2c3474Bfe64cD9748be69D24c30cC91639265e68,1,0x5c2632a2a323b4477142ae9a73724c103c85579e66b21b9c5b329ecd7afb2e86
0x27ee8fa6a70a8f156008ede28c7b8ea5f72ffdf3,1,0xa808654761121af90b26871e8642e385c3cb56758a8277030f6a5cc25c0290a0
0xDC0B3127A71367227311f02Fe4Dda2A6cCDbAe78,1,0xe6518bcae865435743ff7d87a4ca64708451c1476d24702e4b9060ec7cb6e385
0x8234be55f64ea91960b78357906cf5bebce81f3d,1,0x5dfc9beb48383210dc07e2d2fc6062507eb8af7d5bea475307f9734ee709a1c0
0xfe8201ce69a82dea64e633ec37b0b719ed316402,1,0x7d78ce9ae0413dd41684230415aac6a97013633b6655c6fa904e20ffde8227ea
0x94ca9e0a858d080a9a3d2b72cd4d23e02f5cdc10,1,0xae86a1500542956b086f457fe151174b9addfbac258d337a9a7927534b7f8429
0xeeA0382B9cc110bb7F1613Bc66200513361f207a,1,0x0e8c582cccc5e5f543146cb02071d96e0c22fbc24c8978312a0161e8c6b91e15
0xED721dC63328be92A08b6b7D677e11100C945eA9,1,0x20e9489e8d5aa3d1be0182c7ff998afd33d2b3a8720a38ff4370b3e8fd751f4f
0xab268c14e235e65c1c2f4abc673b3b03ae6fbf9e,1,0x20e9489e8d5aa3d1be0182c7ff998afd33d2b3a8720a38ff4370b3e8fd751f4f
0x8FD940BB35b6492eb2D905614dB9F1f990E27695,1,0x787617b4737d306ec7bdd836fcec1b92e1a0a060b89aa69e022c45fd5b3da999
0xf19F1C9b5985A3e1B999E95Ba3CC4f591a2dC019,1,0x3a4a6a92216b6bb342e65b8ba583caf16404816365bfd824b7c40c46217c1c55
0xEaA1cd78775c63E21dA4A11F29d8aC4D29989Ce0,1,0x9db0a7913d89665c0d652c6a6f678a3e8e8a1de0f2c29313a44fa3fe0a205a21
0xD83FcD0Ce05895Acae34519bEc5DaE8686608E0A,1,0x91a53e472712682b4f534c5024397d8999b740d12b153d69dec0dea592da829a
0x31d08a68629bd2b8d00fedab78b0081783bf17a8,1,0x1a6a0a05b0238984fd1bc3b20e35515f25272ffba044a63923cd2aa79c3b79cb
0x85047527b7184033d5b7717db659344717e404b6,1,0x8d69203c83dbbc1e07a3b6749275acf94ae4b3a46511009b538147b7975a68c9
0xc82e0D94B25B591C3799a78d6C46A4af21783029,1,0x66d3774eddc0b691fc003c286ec2750184669303148f778a05361c263be9310a
0x1ADfaf530949C3951183E78b1e79DA3749Aa73aE,1,0x3035a8c5d99ce5ae072f2ac930f3187e084b3c8f8ed5442e49b9f7d4e0e717ae
0x527d968af4283f20924c2e5b8dff867aab566478,1,0x85ebdb59068b10e15b8520e7f2ced1fedf08edecf49710d0755e3a72c32c8c6c
0x6adD74F28BeF965b3C72C05e21E0009c8f17bc7d,1,0x186641a399bc7707dbc88f1be408cc61a4d2fcc444a9060aea661574f8d207c4
0x0bd22d333f6cf380ca3dae47dc2bc53fbda789fb,1,0x9dc77a75eca41dc2b4289896839226f1cf8482fbc5292936a4d2c03489dd4bb9
0xBE6F5437C3C73FA238628Fb5dA61A1A07ea0E8f5,1,0xd5079fb171217e9fecb0a35c262cd434e44a7693e124b674ff183a2729548261
0x67f155474eb685aef6cd874169f25b3bded6aea6,1,0x5e9468a929a7abc5719cb0876aa8d7cffc3e7a8620c4fb5ab6c88015a62d6386
0x484749B9d349B3053DfE23BAD67137821D128433,1,0xbdab347ed513060a0d58be2a46d78154f434a5645ee98bf4afe24e5e2da59faf
0xAFA0268CE90d648Fa423e32ae1F72b77b49aB908,1,0x03b7b303f5402019b975928d9b97ade0dd413ca8c7fa07d0d30986b63325146c
0xC7f02456dD3FC26aAE2CA1d68528CF9764bf5598,1,0x02e6d7d32accc80a5e280487b9881145c09551841ee1c9c57ceece4b85ae2964
0x99ED7190511ac2B714fFbb9e4E1817f6851EF9f5,1,0x11cbde6a410e2c54ae4d6ba8cad409b6b286ede610c10ea4233ad096afa34fe3
0x82De457b643B7309253B47F86D3BA14bDAe03771,1,0xdf9c2a031b12afe7c573e072c87f0f86540dfb71d2ea19dc4b847a2d939601f7
0x8B1dD48344de9922AC1f24B7563fC07EBaA00b20,1,0xfc3f0ee6d1dcd0ef870f6a8bb8f6fdd65a561e52415f5118a1658a914ca45ff8
0x3C8Df43a5C6C4d3cd60414cC2BC966DB27d3EdEA,1,0x221f0e509cfc1504a82abebc6d1403b76ff5b89e46e85dd17c3d854c3aa3dab3
0x4fb160c83362801a5ea6ba4833a75cc49e86340a,1,0x6df274ebd041fda3177983c3bffecd16bd062c132f52cbd05e5451658f418a85
0x6318112be334059fd0D2f81437F7D884E88E8001,1,0x233d8786303af383e869dcdcb7d11e59041363926441583c87ddd652d65eec5f
0x3266960397Db9B37DD4Cd19d8654e73E0E3418F4,1,0xf08445195ae7c10a2e6801fe8ac0161b9c9b9d3590c2d55fe91ea69139f76761
0xe6dA92299dee1CC3f387fE9b75BB90b83901f2f9,1,0x990d0f9466aaeff5ba3c16c4bb8f0173d8f7edc89cd5d55be93faa4739c35a1a
0xE8DE914248c915060e629fEC5DdF3D01ce723588,1,0xa51f0409d92aec2438d148722e2f1dd7a9f212bf7dbe35ffdcbeec205be0d300
0x9b4ce62b5b091bc3411aa1e4a43fad6a5e8ddf2f,1,0xf41f9a0a88f4e30a42e619149044ffb60f36470b15b8e23996fcb2d58cf67512
0xB01D1c8fC20b9fDA10dE441F4c7F4029b496C587,1,0xfbd7c1c5ef6899c14fc9d68485fd093c6b382e235ffa00e050fed7efbd23ed6c
0x030daCaAdebB91adEBE1321E63D06B430EbDd0d6,1,0x93d2e361262f4ec1b22efa9283f22333b27e0e76934004bae270abd0fc4504cc
0x16bF4947D78eb659B15F95A2BeddCEf9de501fc2,1,0xae951044a88f1f24077b4e294152aeae4f6fb1851e33c32bc6500fcb9cb0bff1
0xe4e89064840e7b11764daa866bcc5f60ab7b873e,1,0x7c36587d18cd181a7a11fdfc30c0d61e27b579e25c716744b61f1d1bc14a8c74
0xab517e42ea1e0eb12102d108cfa1554fd2f0a5d2,1,0xe1ceeaf5ec561b8f4604657c5feb8dc03ab44cc015444ef715dd4fcf17ce3ea7
0xb6157B31D98Eb517D8066E7F23A31236d86c6901,1,0xa10679303b47d56b8264bffebafc093af6c6b69f9586854ac5dc6ca5c6c9bfbf
0x8995adD99d015EbeA94daF9E98Fc8c5DeecBB67E,1,0xc77dbd7837aea53f5697c41a65feb4aa32af56c0d7f99cc2cf9e66311350e18e
0xF0bF1C59ee9b78A2Ce5763165e1B6B24Cb35fD8A,1,0xbc4318b2739fa6bd97e150e16c21d382f2a9d8a44478ea2f2aa6716bcac92a1b
0x2b25b808c81Fcb1Cc077Add7335b4688e18b3211,1,0xb5cdf88cca78d9fef40aaa60fc71f2daefdbee07f75fe6a75f930e27555601ed
0xC0a945B099293AFff8E8FeA836920341C7557E23,1,
0x6954EE7EDe83ca555663704FE7E2B1528FF2c619,1,
0x9510EDb6831673b51E875349296a23184C568A4D,1,
